View Counts,Likes,Dislikes,ratios
18587,324309,28866,211860,0.6
18588,560903,28866,211860,0.08
18589,211569,28866,211860,0.55
18590,460585,28866,211860,0.45
18591,947323,28866,211860,0.06
18592,765363,28866,211860,0.44
18593,448959,28866,211860,0.93
18594,730960,28866,211860,0.39
18595,118283,28866,211860,0.47
18596,53290,28866,211860,0.48
18597,218028,28866,211860,0.16
18598,27222,28866,211860,0.79
18599,375488,28866,211860,0.63
18600,863112,28866,211860,0.28
18601,718182,28866,211860,0.57
18602,64799,28866,211860,0.58
18603,336839,28866,211860,0.57
18604,469017,28866,211860,0.53
18605,447911,28866,211860,0.79
18606,195048,28866,211860,0.72
18607,473534,28866,211860,0.89
18608,57079,28866,211860,0.64
18609,783947,28866,211860,0.21
18610,954533,28866,211860,0.59
18611,781748,28866,211860,0.34
18612,141349,28866,211860,0.64
18613,95683,28866,211860,0.24
18614,644841,28866,211860,0.75
18615,678047,28866,211860,0.99
18616,246387,28866,211860,0.29
18617,259724,28866,211860,0.63
18618,710501,28866,211860,0.59
18619,561164,28866,211860,0.47
18620,755029,28866,211860,0.64
18621,919459,28866,211860,0.48
18622,465120,28866,211860,0.36
18623,222019,28866,211860,0.4
18624,79460,28866,211860,0.55
18625,501062,28866,211860,0.29
18626,834868,28866,211860,0.67
18627,812840,28866,211860,0.27
18628,199164,28866,211860,0.51
18629,553562,28866,211860,0.47
18630,305719,28866,211860,0.45
18631,377025,28866,211860,0.62
18632,656477,28866,211860,0.57
18633,584180,28866,211860,0.71
18634,918525,28866,211860,0.15
18635,237686,28866,211860,0.84
18636,329024,28866,211860,0.68
18637,202997,28866,211860,0.68
18638,823090,28866,211860,0.42
18639,950898,28866,211860,0.58
18640,349802,28866,211860,0.42
18641,424341,28866,211860,0.9
18642,2053,28866,211860,0.42
18643,815034,28866,211860,0.77
18644,228395,28866,211860,0.48
18645,363421,28866,211860,0.4
18646,454469,28866,211860,0.67
18647,382385,28866,211860,0.81
18648,263851,28866,211860,0.5
18649,508464,28866,211860,0.09
18650,781471,28866,211860,0.61
18651,270135,28866,211860,0.42
18652,201392,28866,211860,0.04
18653,843406,28866,211860,0.45
18654,175793,28866,211860,0.37
18655,222240,28866,211860,0.86
18656,95418,28866,211860,0.58
18657,526936,28866,211860,0.21
18658,339937,28866,211860,0.05
18659,243155,28866,211860,0.08
18660,900435,28866,211860,0.58
18661,863295,28866,211860,0.08
18662,232172,28866,211860,0.29
18663,990712,28866,211860,0.61
18664,616990,28866,211860,0.32
18665,176962,28866,211860,0.35
18666,93529,28866,211860,0.67
18667,560211,28866,211860,0.83
18668,845160,28866,211860,0.84
18669,36722,28866,211860,0.3
18670,974206,28866,211860,0.22
18671,108205,28866,211860,0.42
18672,124905,28866,211860,0.44
18673,505321,28866,211860,0.64
18674,630529,28866,211860,0.31
18675,100603,28866,211860,0.62
18676,301221,28866,211860,0.19
18677,285331,28866,211860,0.27
18678,574875,28866,211860,0.5
18679,451816,28866,211860,0.41
18680,514056,28866,211860,0.45
18681,608923,28866,211860,0.32
18682,393949,28866,211860,0.84
18683,203619,28866,211860,0.63
18684,694554,28866,211860,0.45
18685,888371,28866,211860,0.3
18686,956845,28866,211860,0.15
18687,330597,28866,211860,0.83
18688,160028,28866,211860,0.56
18689,222839,28866,211860,0.54
18690,174385,28866,211860,0.23
18691,867658,28866,211860,0.36
18692,989954,28866,211860,0.27
18693,465419,28866,211860,0.28
18694,627108,28866,211860,0.64
18695,969197,28866,211860,0.82
18696,578505,28866,211860,0.6
18697,633285,28866,211860,0.79
18698,397786,28866,211860,0.43
18699,819448,28866,211860,0.98
18700,927712,28866,211860,0.43
18701,419119,28866,211860,0.6
18702,665507,28866,211860,0.38
18703,156619,28866,211860,0.31
18704,472204,28866,211860,0.92
18705,311253,28866,211860,0.47
18706,515672,28866,211860,0.47
18707,938568,28866,211860,0.51
18708,886242,28866,211860,0.85
18709,839991,28866,211860,0.79
18710,400329,28866,211860,0.6
18711,626419,28866,211860,0.82
18712,257499,28866,211860,0.48
18713,339635,28866,211860,0.44
18714,250768,28866,211860,0.54
18715,825526,28866,211860,0.74
18716,557149,28866,211860,0.81
18717,262041,28866,211860,0.46
18718,810727,28866,211860,0.29
18719,910802,28866,211860,0.65
18720,989565,28866,211860,0.88
18721,252311,28866,211860,0.34
18722,379378,28866,211860,0.01
18723,619780,28866,211860,0.47
18724,732408,28866,211860,0.5
18725,133091,28866,211860,0.96
18726,759454,28866,211860,0.49
18727,585870,28866,211860,0.34
18728,871935,28866,211860,0.53
18729,676184,28866,211860,0.39
18730,424050,28866,211860,0.37
18731,550143,28866,211860,0.87
18732,822935,28866,211860,0.13
18733,978965,28866,211860,0.41
18734,70005,28866,211860,0.03
18735,933119,28866,211860,0.78
18736,499691,28866,211860,0.37
18737,605810,28866,211860,0.5
18738,308038,28866,211860,0.54
18739,652386,28866,211860,0.14
18740,629960,28866,211860,0.1
18741,779173,28866,211860,0.32
18742,785033,28866,211860,0.17
18743,800037,28866,211860,0.64
18744,350012,28866,211860,0.68
18745,960787,28866,211860,0.52
18746,719437,28866,211860,0.34
18747,639894,28866,211860,0.57
18748,423298,28866,211860,0.57
18749,170442,28866,211860,0.33
18750,785347,28866,211860,0.65
18751,967822,28866,211860,0.38
18752,609416,28866,211860,0.26
18753,303602,28866,211860,0.11
18754,19430,28866,211860,0.73
18755,395422,28866,211860,0.85
18756,525872,28866,211860,0.47
18757,487193,28866,211860,0.25
18758,312983,28866,211860,0.67
18759,435556,28866,211860,0.48
18760,868886,28866,211860,0.09
18761,299769,28866,211860,0.5
18762,63136,28866,211860,0.64
18763,751866,28866,211860,0.02
18764,354309,28866,211860,0.45
18765,955057,28866,211860,0.75
18766,640601,28866,211860,0.55
18767,548065,28866,211860,0.72
18768,978656,28866,211860,0.42
18769,697477,28866,211860,0.72
18770,157553,28866,211860,0.87
18771,252058,28866,211860,0.28
18772,411577,28866,211860,0.01
18773,528697,28866,211860,0.89
18774,418289,28866,211860,0.8
18775,964008,28866,211860,0.43
18776,380809,28866,211860,0.85
18777,460880,28866,211860,0.2
18778,302048,28866,211860,0.62
18779,323191,28866,211860,0.33
18780,77328,28866,211860,0.76
18781,362365,28866,211860,0.29
18782,757352,28866,211860,0.93
18783,318946,28866,211860,0.57
18784,192519,28866,211860,0.22
18785,692413,28866,211860,0.41
18786,542792,28866,211860,0.57
18787,539748,28866,211860,0.51
18788,262382,28866,211860,0.46
18789,575226,28866,211860,0.94
18790,615800,28866,211860,0.48
18791,883461,28866,211860,0.45
18792,310072,28866,211860,0.95
18793,268000,28866,211860,0.42
18794,198938,28866,211860,0.46
18795,126432,28866,211860,0.49
18796,536255,28866,211860,0.4
18797,186605,28866,211860,0.75
18798,991704,28866,211860,0.44
18799,406743,28866,211860,0.48
18800,636326,28866,211860,0.14
18801,948297,28866,211860,0.63
18802,866243,28866,211860,0.43
18803,120479,28866,211860,0.61
18804,325312,28866,211860,0.3
18805,141600,28866,211860,0.97
18806,503337,28866,211860,0.75
18807,621280,28866,211860,0.35
18808,342216,28866,211860,0.24
18809,876354,28866,211860,0.3
18810,601436,28866,211860,0.32
18811,702369,28866,211860,0.5
18812,386333,28866,211860,0.3
18813,500857,28866,211860,0.43
18814,576565,28866,211860,0.51
18815,203680,28866,211860,0.53
18816,218849,28866,211860,0.84
18817,331645,28866,211860,0.13
18818,533920,28866,211860,0.38
18819,149367,28866,211860,0.65
18820,212099,28866,211860,0.38
18821,590883,28866,211860,0.2
18822,391278,28866,211860,0.33
18823,524137,28866,211860,0.33
18824,937509,28866,211860,0.34
18825,854173,28866,211860,0.57
18826,569800,28866,211860,0.85
18827,432961,28866,211860,0.07
18828,993039,28866,211860,0.32
18829,145203,28866,211860,0.35
18830,881564,28866,211860,0.48
18831,577248,28866,211860,0.54
18832,707867,28866,211860,0.46
18833,233767,28866,211860,0.55
18834,625436,28866,211860,0.71
18835,446923,28866,211860,0.58
18836,777342,28866,211860,0.4
18837,17246,28866,211860,0.79
18838,821951,28866,211860,0.72
18839,732533,28866,211860,0.33
18840,147026,28866,211860,0.18
18841,105558,28866,211860,0.39
18842,122033,28866,211860,0.46
18843,660989,28866,211860,0.12
18844,797890,28866,211860,0.85
18845,840957,28866,211860,0.01
18846,779597,28866,211860,0.81
18847,74112,28866,211860,0.11
18848,296845,28866,211860,0.43
18849,381862,28866,211860,0.61
18850,15274,28866,211860,0.87
18851,719481,28866,211860,0.08
18852,556013,28866,211860,0.74
18853,345252,28866,211860,0.54
18854,277149,28866,211860,0.92
18855,866236,28866,211860,0.23
18856,692027,28866,211860,0.64
18857,404084,28866,211860,0.62
18858,217149,28866,211860,0.17
18859,927417,28866,211860,0.69
18860,8449,28866,211860,0.43
18861,824588,28866,211860,0.88
18862,117273,28866,211860,0.4
18863,983298,28866,211860,0.35
18864,259071,28866,211860,0.08
18865,681078,28866,211860,0.48
18866,168918,28866,211860,0.21
18867,502420,28866,211860,0.29
18868,191070,28866,211860,0.27
18869,912564,28866,211860,0.46
18870,629519,28866,211860,0.61
18871,834218,28866,211860,0.63
18872,174201,28866,211860,0.45
18873,679439,28866,211860,0.48
18874,823021,28866,211860,0.58
18875,920050,28866,211860,0.82
18876,798828,28866,211860,0.5
18877,797804,28866,211860,0.7
18878,248998,28866,211860,0.97
18879,446306,28866,211860,0.19
18880,631828,28866,211860,0.37
18881,495254,28866,211860,0.41
18882,181907,28866,211860,0.38
18883,41213,28866,211860,0.25
18884,279488,28866,211860,0.33
18885,59655,28866,211860,0.36
18886,168191,28866,211860,0.51
18887,571431,28866,211860,0.4
18888,626647,28866,211860,0.37
18889,561111,28866,211860,0.55
18890,774106,28866,211860,0.2
18891,58131,28866,211860,0.64
18892,171888,28866,211860,0.49
18893,933848,28866,211860,0.15
18894,876617,28866,211860,0.52
18895,711988,28866,211860,0.14
18896,876044,28866,211860,0.19
18897,48818,28866,211860,0.37
18898,893299,28866,211860,0.45
18899,882473,28866,211860,0.36
18900,459623,28866,211860,0.16
18901,354335,28866,211860,1.0
18902,591830,28866,211860,0.49
18903,667128,28866,211860,0.59
18904,853865,28866,211860,0.27
18905,992300,28866,211860,0.23
18906,432941,28866,211860,0.48
18907,842074,28866,211860,0.51
18908,146587,28866,211860,0.92
18909,522237,28866,211860,0.65
18910,345500,28866,211860,0.25
18911,987533,28866,211860,0.32
18912,165356,28866,211860,0.74
18913,431954,28866,211860,0.67
18914,765453,28866,211860,0.35
18915,290418,28866,211860,0.49
18916,137233,28866,211860,0.51
18917,26602,28866,211860,0.31
18918,482474,28866,211860,0.67
18919,353217,28866,211860,0.51
18920,334348,28866,211860,0.53
18921,571703,28866,211860,0.84
18922,136844,28866,211860,0.7
18923,443277,28866,211860,0.11
18924,161467,28866,211860,0.02
18925,982329,28866,211860,0.25
18926,763603,28866,211860,0.31
18927,317453,28866,211860,0.09
18928,907624,28866,211860,0.62
18929,44195,28866,211860,0.12
18930,660407,28866,211860,0.1
18931,542927,28866,211860,0.87
18932,71792,28866,211860,0.47
18933,113183,28866,211860,0.75
18934,846976,28866,211860,0.56
18935,426753,28866,211860,0.65
18936,245951,28866,211860,0.51
18937,302504,28866,211860,0.45
18938,989756,28866,211860,0.45
18939,787336,28866,211860,0.69
18940,208799,28866,211860,0.37
18941,978107,28866,211860,0.35
18942,192581,28866,211860,0.41
18943,884896,28866,211860,0.54
18944,778621,28866,211860,0.71
18945,924044,28866,211860,0.72
18946,879080,28866,211860,0.31
18947,8022,28866,211860,0.01
18948,88787,28866,211860,0.82
18949,181675,28866,211860,0.56
18950,515320,28866,211860,0.63
18951,831513,28866,211860,0.63
18952,459938,28866,211860,0.11
18953,320084,28866,211860,0.57
18954,354017,28866,211860,0.59
18955,930283,28866,211860,0.68
18956,319339,28866,211860,0.77
18957,579083,28866,211860,0.43
18958,824190,28866,211860,0.54
18959,535406,28866,211860,0.79
18960,630569,28866,211860,0.81
18961,91344,28866,211860,0.45
18962,912676,28866,211860,0.85
18963,637530,28866,211860,0.85
18964,743513,28866,211860,0.78
18965,179142,28866,211860,0.52
18966,688956,28866,211860,0.65
18967,340538,28866,211860,0.44
18968,930707,28866,211860,0.35
18969,354939,28866,211860,0.03
18970,450599,28866,211860,0.43
18971,736049,28866,211860,0.61
18972,755087,28866,211860,0.4
18973,956460,28866,211860,0.47
18974,595645,28866,211860,0.52
18975,189440,28866,211860,0.57
18976,804682,28866,211860,0.51
18977,878888,28866,211860,0.5
18978,68991,28866,211860,0.51
18979,743738,28866,211860,0.86
18980,614964,28866,211860,0.33
18981,833972,28866,211860,0.01
18982,528090,28866,211860,0.57
18983,773548,28866,211860,0.66
18984,57644,28866,211860,0.29
18985,352763,28866,211860,0.01
18986,937034,28866,211860,0.72
18987,933472,28866,211860,0.34
18988,844352,28866,211860,0.85
18989,447818,28866,211860,0.74
18990,32967,28866,211860,0.81
18991,385660,28866,211860,0.96
18992,582549,28866,211860,0.49
18993,64982,28866,211860,0.09
18994,397996,28866,211860,0.43
18995,280457,28866,211860,0.49
18996,267585,28866,211860,0.49
18997,641390,28866,211860,0.24
18998,971430,28866,211860,0.53
18999,347656,28866,211860,0.41
19000,668786,28866,211860,0.26
19001,658661,28866,211860,0.07
19002,693875,28866,211860,0.77
19003,159984,28866,211860,0.82
19004,655157,28866,211860,0.51
19005,506032,28866,211860,0.35
19006,951996,28866,211860,0.56
19007,66303,28866,211860,0.65
19008,698175,28866,211860,0.49
19009,90773,28866,211860,0.47
19010,99348,28866,211860,0.15
19011,41916,28866,211860,0.42
19012,826741,28866,211860,0.06
19013,496741,28866,211860,0.47
19014,56005,28866,211860,0.43
19015,253874,28866,211860,0.89
19016,619986,28866,211860,0.38
19017,115434,28866,211860,0.45
19018,243660,28866,211860,0.87
19019,714432,28866,211860,0.46
19020,875494,28866,211860,0.11
19021,261283,28866,211860,0.36
19022,819335,28866,211860,0.23
19023,131532,28866,211860,0.95
19024,770818,28866,211860,0.09
19025,465852,28866,211860,0.89
19026,510893,28866,211860,0.59
19027,441596,28866,211860,0.65
19028,163162,28866,211860,0.77
19029,815378,28866,211860,0.09
19030,107792,28866,211860,0.9
19031,557895,28866,211860,0.12
19032,363538,28866,211860,0.62
19033,254584,28866,211860,0.49
19034,133626,28866,211860,0.47
19035,506911,28866,211860,0.46
19036,788625,28866,211860,0.01
19037,139947,28866,211860,0.33
19038,268089,28866,211860,0.54
19039,699238,28866,211860,0.75
19040,874057,28866,211860,0.47
19041,338459,28866,211860,0.1
19042,113996,28866,211860,0.06
19043,440560,28866,211860,0.69
19044,914761,28866,211860,0.38
19045,920350,28866,211860,0.62
19046,71538,28866,211860,0.59
19047,193105,28866,211860,0.89
19048,436688,28866,211860,0.92
19049,342966,28866,211860,0.48
19050,545468,28866,211860,0.35
19051,933039,28866,211860,0.72
19052,66720,28866,211860,0.39
19053,516457,28866,211860,0.8
19054,769176,28866,211860,0.7
19055,402273,28866,211860,0.45
19056,318703,28866,211860,0.55
19057,988276,28866,211860,0.17
19058,738022,28866,211860,0.52
19059,951244,28866,211860,0.19
19060,539184,28866,211860,0.49
19061,632879,28866,211860,0.55
19062,691703,28866,211860,0.88
19063,430600,28866,211860,0.59
19064,569877,28866,211860,0.38
19065,478863,28866,211860,0.38
19066,878590,28866,211860,0.75
19067,148431,28866,211860,0.49
19068,442746,28866,211860,0.86
19069,852399,28866,211860,0.62
19070,324491,28866,211860,0.64
19071,288683,28866,211860,0.75
19072,518627,28866,211860,0.72
19073,410973,28866,211860,0.15
19074,460371,28866,211860,0.7
19075,659994,28866,211860,0.56
19076,572776,28866,211860,0.05
19077,320942,28866,211860,0.45
19078,845854,28866,211860,0.33
19079,175198,28866,211860,0.79
19080,492964,28866,211860,0.75
19081,413075,28866,211860,0.49
19082,429569,28866,211860,0.31
19083,868899,28866,211860,0.05
19084,439032,28866,211860,0.41
19085,920348,28866,211860,0.47
19086,578563,28866,211860,0.37
19087,880037,28866,211860,0.71
19088,447268,28866,211860,0.96
19089,874801,28866,211860,0.4
19090,815357,28866,211860,0.14
19091,200434,28866,211860,0.56
19092,37719,28866,211860,0.88
19093,759710,28866,211860,0.53
19094,268586,28866,211860,0.5
19095,441020,28866,211860,0.42
19096,991936,28866,211860,0.52
19097,233177,28866,211860,0.82
19098,568418,28866,211860,0.56
19099,62093,28866,211860,0.17
19100,149889,28866,211860,0.24
19101,291018,28866,211860,0.5
19102,346622,28866,211860,0.5
19103,597957,28866,211860,0.45
19104,535318,28866,211860,0.03
19105,247214,28866,211860,0.13
19106,519309,28866,211860,0.45
19107,265956,28866,211860,0.55
19108,512476,28866,211860,0.54
19109,690155,28866,211860,0.46
19110,594665,28866,211860,0.03
19111,175521,28866,211860,0.66
19112,606431,28866,211860,0.88
19113,363294,28866,211860,0.78
19114,490487,28866,211860,0.67
19115,418625,28866,211860,0.7
19116,374627,28866,211860,0.7
19117,550862,28866,211860,0.73
19118,412213,28866,211860,0.32
19119,764865,28866,211860,0.07
19120,143563,28866,211860,0.26
19121,522750,28866,211860,0.2
19122,249407,28866,211860,0.3
19123,590722,28866,211860,0.04
19124,170475,28866,211860,0.11
19125,846339,28866,211860,0.84
19126,555968,28866,211860,0.64
19127,966493,28866,211860,0.53
19128,310371,28866,211860,0.78
19129,135909,28866,211860,0.01
19130,836290,28866,211860,0.64
19131,582470,28866,211860,0.46
19132,816255,28866,211860,0.99
19133,681439,28866,211860,0.21
19134,939491,28866,211860,0.56
19135,496832,28866,211860,0.18
19136,394991,28866,211860,0.39
19137,195437,28866,211860,0.56
19138,105249,28866,211860,0.49
19139,519918,28866,211860,0.72
19140,214299,28866,211860,0.08
19141,123218,28866,211860,0.69
19142,467447,28866,211860,0.06
19143,4249,28866,211860,0.53
19144,485130,28866,211860,0.32
19145,714929,28866,211860,0.25
19146,717992,28866,211860,0.18
19147,226524,28866,211860,0.8
19148,693385,28866,211860,0.8
19149,891472,28866,211860,0.38
19150,640019,28866,211860,0.11
19151,256871,28866,211860,0.33
19152,652817,28866,211860,0.62
19153,73211,28866,211860,0.77
19154,947978,28866,211860,0.71
19155,344074,28866,211860,0.12
19156,484699,28866,211860,1.0
19157,876998,28866,211860,0.08
19158,811714,28866,211860,0.9
19159,764987,28866,211860,0.54
19160,24343,28866,211860,0.27
19161,447970,28866,211860,0.46
19162,212174,28866,211860,0.53
19163,784029,28866,211860,0.03
19164,906771,28866,211860,0.49
19165,814214,28866,211860,0.23
19166,9691,28866,211860,0.83
19167,801757,28866,211860,0.3
19168,135807,28866,211860,0.11
19169,331147,28866,211860,0.97
19170,847491,28866,211860,0.93
19171,218159,28866,211860,0.37
19172,710373,28866,211860,0.5
19173,848694,28866,211860,0.56
19174,793351,28866,211860,0.89
19175,742822,28866,211860,0.18
19176,245077,28866,211860,0.52
19177,119575,28866,211860,0.93
19178,598580,28866,211860,0.4
19179,822132,28866,211860,0.43
19180,827151,28866,211860,0.43
19181,745343,28866,211860,0.4
19182,658573,28866,211860,0.64
19183,268403,28866,211860,0.96
19184,116852,28866,211860,0.41
19185,178176,28866,211860,0.32
19186,447624,28866,211860,0.49
19187,535773,28866,211860,0.04
19188,813669,28866,211860,0.29
19189,664399,28866,211860,0.37
19190,733468,28866,211860,0.27
19191,187477,28866,211860,0.44
19192,640597,28866,211860,0.27
19193,599398,28866,211860,0.74
19194,200396,28866,211860,0.42
19195,677967,28866,211860,0.88
19196,394068,28866,211860,0.95
19197,234854,28866,211860,0.56
19198,655464,28866,211860,0.65
19199,684163,28866,211860,0.26
19200,75042,28866,211860,0.53
19201,62377,28866,211860,0.55
19202,688968,28866,211860,0.42
19203,467948,28866,211860,0.29
19204,960851,28866,211860,0.69
19205,547981,28866,211860,0.74
19206,323690,28866,211860,0.17
19207,679256,28866,211860,0.16
19208,904519,28866,211860,0.1
19209,613928,28866,211860,0.48
19210,217473,28866,211860,0.9
19211,502917,28866,211860,0.39
19212,669610,28866,211860,0.35
19213,597070,28866,211860,0.34
19214,760208,28866,211860,0.07
19215,395045,28866,211860,0.66
19216,299580,28866,211860,0.64
19217,855226,28866,211860,0.54
19218,838975,28866,211860,0.37
19219,239951,28866,211860,0.27
19220,184400,28866,211860,0.59
19221,54122,28866,211860,0.55
19222,177537,28866,211860,0.04
19223,600118,28866,211860,0.21
19224,180054,28866,211860,0.61
19225,155371,28866,211860,0.66
19226,359151,28866,211860,0.54
19227,173679,28866,211860,0.11
19228,552091,28866,211860,0.12
19229,128676,28866,211860,0.15
19230,660470,28866,211860,0.47
19231,31670,28866,211860,0.61
19232,991095,28866,211860,0.56
19233,133802,28866,211860,0.48
19234,315059,28866,211860,0.36
19235,972666,28866,211860,0.47
19236,457236,28866,211860,0.59
19237,292564,28866,211860,0.88
19238,603597,28866,211860,0.84
19239,145902,28866,211860,0.69
19240,444666,28866,211860,0.09
19241,457340,28866,211860,0.39
19242,752498,28866,211860,0.22
19243,815237,28866,211860,0.43
19244,30527,28866,211860,0.83
19245,510349,28866,211860,0.89
19246,829810,28866,211860,0.39
19247,161076,28866,211860,0.32
19248,670261,28866,211860,0.59
19249,775173,28866,211860,0.55
19250,979614,28866,211860,0.05
19251,734177,28866,211860,0.33
19252,505902,28866,211860,0.84
19253,659529,28866,211860,0.22
19254,56364,28866,211860,0.91
19255,611650,28866,211860,0.29
19256,484746,28866,211860,0.38
19257,645564,28866,211860,0.72
19258,539408,28866,211860,0.52
19259,855799,28866,211860,0.53
19260,548041,28866,211860,0.13
19261,501041,28866,211860,0.44
19262,762193,28866,211860,0.68
19263,216891,28866,211860,0.38
19264,571713,28866,211860,0.42
19265,146204,28866,211860,0.24
19266,652784,28866,211860,0.53
19267,290420,28866,211860,0.38
19268,216336,28866,211860,0.74
19269,225476,28866,211860,0.54
19270,167553,28866,211860,0.43
19271,230139,28866,211860,0.47
19272,875631,28866,211860,0.41
19273,337408,28866,211860,0.64
19274,453804,28866,211860,0.47
19275,464156,28866,211860,0.53
19276,506552,28866,211860,0.78
19277,900225,28866,211860,0.4
19278,753770,28866,211860,0.54
19279,207523,28866,211860,0.6
19280,539603,28866,211860,0.21
19281,183905,28866,211860,0.36
19282,294638,28866,211860,0.5
19283,622649,28866,211860,0.37
19284,649080,28866,211860,0.16
19285,954847,28866,211860,0.93
19286,919764,28866,211860,0.59
19287,869700,28866,211860,0.22
19288,264033,28866,211860,0.12
19289,826206,28866,211860,0.3
19290,631563,28866,211860,0.35
19291,754891,28866,211860,0.4
19292,39012,28866,211860,0.44
19293,778133,28866,211860,0.25
19294,168045,28866,211860,0.59
19295,566046,28866,211860,0.72
19296,42227,28866,211860,0.38
19297,257521,28866,211860,0.83
19298,927326,28866,211860,0.21
19299,707290,28866,211860,0.1
19300,927262,28866,211860,0.39
19301,785789,28866,211860,0.5
19302,583286,28866,211860,0.21
19303,846698,28866,211860,0.5
19304,322692,28866,211860,0.55
19305,650757,28866,211860,0.07
19306,260856,28866,211860,0.24
19307,48345,28866,211860,0.82
19308,516144,28866,211860,0.79
19309,594002,28866,211860,0.89
19310,949921,28866,211860,0.28
19311,302412,28866,211860,0.84
19312,430829,28866,211860,0.33
19313,628961,28866,211860,0.51
19314,277307,28866,211860,0.88
19315,927048,28866,211860,0.66
19316,22644,28866,211860,0.18
19317,850029,28866,211860,0.03
19318,3796,28866,211860,0.88
19319,949296,28866,211860,0.84
19320,604965,28866,211860,1.0
19321,72585,28866,211860,0.32
19322,156338,28866,211860,0.17
19323,14430,28866,211860,0.68
19324,42869,28866,211860,0.81
19325,517743,28866,211860,0.57
19326,474550,28866,211860,0.2
19327,545214,28866,211860,0.41
19328,18360,28866,211860,0.92
19329,812587,28866,211860,0.78
19330,378811,28866,211860,0.46
19331,703767,28866,211860,0.6
19332,90067,28866,211860,0.64
19333,197454,28866,211860,0.72
19334,303009,28866,211860,0.76
19335,468555,28866,211860,0.96
19336,596262,28866,211860,0.59
19337,148913,28866,211860,0.41
19338,771950,28866,211860,0.1
19339,157556,28866,211860,0.56
19340,164358,28866,211860,0.66
19341,945669,28866,211860,0.02
19342,996278,28866,211860,0.35
19343,45406,28866,211860,0.5
19344,489098,28866,211860,0.69
19345,137206,28866,211860,0.44
19346,17216,28866,211860,0.35
19347,976183,28866,211860,0.11
19348,327496,28866,211860,0.14
19349,446167,28866,211860,0.51
19350,184391,28866,211860,0.56
19351,715272,28866,211860,0.86
19352,152659,28866,211860,0.54
19353,523193,28866,211860,0.58
19354,519223,28866,211860,0.66
19355,213848,28866,211860,0.45
19356,880869,28866,211860,0.51
19357,849661,28866,211860,0.4
19358,775129,28866,211860,0.6
19359,154697,28866,211860,0.4
19360,344100,28866,211860,0.74
19361,71020,28866,211860,0.47
19362,110137,28866,211860,0.45
19363,204433,28866,211860,0.5
19364,213750,28866,211860,0.31
19365,376796,28866,211860,0.32
19366,63103,28866,211860,0.45
19367,753349,28866,211860,0.49
19368,722137,28866,211860,0.24
19369,204421,28866,211860,0.38
19370,520422,28866,211860,0.4
19371,317111,28866,211860,0.03
19372,923767,28866,211860,0.28
19373,337344,28866,211860,0.23
19374,295185,28866,211860,0.21
19375,476668,28866,211860,0.61
19376,220609,28866,211860,0.56
19377,216011,28866,211860,0.32
19378,590884,28866,211860,0.56
19379,39361,28866,211860,0.05
19380,286194,28866,211860,0.45
19381,611758,28866,211860,0.2
19382,351282,28866,211860,0.18
19383,723126,28866,211860,0.73
19384,318774,28866,211860,0.95
19385,642192,28866,211860,0.49
19386,832914,28866,211860,0.34
19387,315672,28866,211860,0.5
19388,109142,28866,211860,0.4
19389,741516,28866,211860,0.47
19390,899516,28866,211860,0.57
19391,798851,28866,211860,0.29
19392,725936,28866,211860,0.75
19393,513116,28866,211860,0.23
19394,506754,28866,211860,0.98
19395,267493,28866,211860,0.22
19396,52541,28866,211860,0.49
19397,566943,28866,211860,0.95
19398,637275,28866,211860,0.5
19399,250032,28866,211860,0.78
19400,146722,28866,211860,0.36
19401,599121,28866,211860,0.3
19402,237206,28866,211860,0.34
19403,85987,28866,211860,0.74
19404,679928,28866,211860,0.18
19405,975400,28866,211860,0.87
19406,716777,28866,211860,0.86
19407,787231,28866,211860,0.82
19408,287054,28866,211860,0.62
19409,965639,28866,211860,0.81
19410,199928,28866,211860,0.31
19411,37031,28866,211860,0.02
19412,962100,28866,211860,0.18
19413,553241,28866,211860,0.52
19414,279916,28866,211860,0.78
19415,589701,28866,211860,0.94
19416,748890,28866,211860,0.52
19417,429386,28866,211860,0.37
19418,29813,28866,211860,0.81
19419,609493,28866,211860,0.36
19420,741013,28866,211860,0.83
19421,573676,28866,211860,0.42
19422,906969,28866,211860,0.45
19423,477400,28866,211860,0.48
19424,790842,28866,211860,0.38
19425,984335,28866,211860,0.86
19426,197051,28866,211860,0.25
19427,417758,28866,211860,0.58
19428,351371,28866,211860,0.93
19429,276549,28866,211860,0.64
19430,893443,28866,211860,0.6
19431,917599,28866,211860,0.53
19432,376720,28866,211860,0.54
19433,819523,28866,211860,0.47
19434,387386,28866,211860,0.57
19435,824410,28866,211860,0.44
19436,113050,28866,211860,0.46
19437,968741,28866,211860,0.46
19438,997072,28866,211860,0.77
19439,399682,28866,211860,0.46
19440,519418,28866,211860,0.41
19441,797349,28866,211860,0.56
19442,713949,28866,211860,0.64
19443,995080,28866,211860,0.67
19444,918680,28866,211860,0.45
19445,547148,28866,211860,0.39
19446,240361,28866,211860,0.74
19447,505931,28866,211860,0.35
19448,263526,28866,211860,0.58
19449,878743,28866,211860,0.8
19450,82379,28866,211860,0.64
19451,544416,28866,211860,0.67
19452,163835,28866,211860,0.34
19453,382682,28866,211860,0.36
19454,406764,28866,211860,0.86
19455,486777,28866,211860,0.54
19456,224571,28866,211860,0.81
19457,994361,28866,211860,0.34
19458,590065,28866,211860,0.64
19459,639757,28866,211860,0.67
